nombre,semestre,documento,correo,seccional
 Adriana  León  González,5,7869459416,.adriana..león..gonzález0502@udea.edu.co,Seccional Suroeste
 Carlos  Cordero  Álvarez,5,3374150196,.carlos..cordero..álvarez0503@udea.edu.co,Sede Sonsón
 José  Medina  Fernández,5,8991274477,.josé..medina..fernández0504@udea.edu.co,Seccional Occidente
 Matías  Amaya  Vargas,5,2905907116,.matías..amaya..vargas0505@udea.edu.co,Seccional Oriente
 Simón  Cruz  González,5,5924486783,.simón..cruz..gonzález0506@udea.edu.co,Seccional Bajo Cauca
 Juan David  Herrera  Soler,5,9400733185,.juan.david..herrera..soler0507@udea.edu.co,Seccional Suroeste
 Ángel  Ortega  Gallego,5,7114809912,.ángel..ortega..gallego0508@udea.edu.co,Sede Norte
 Mariana  Herrera  Álvarez,5,0009776464,.mariana..herrera..álvarez0509@udea.edu.co,Sede Distrito Minero
 Juliana  Pastor  Mesa,5,0916746787,.juliana..pastor..mesa0510@udea.edu.co,Sede Nordeste
 Diego  Medina  Ramos,5,8229533057,.diego..medina..ramos0511@udea.edu.co,Seccional Urabá
 Mateo  Linares  Castro,5,8860731946,.mateo..linares..castro0512@udea.edu.co,Seccional Bajo Cauca
 Ricardo ﻿Apellidos  Delgado,5,3305779363,.ricardo.﻿apellidos..delgado0513@udea.edu.co,Seccional Oriente
 Sofía  Ortega  Hidalgo,5,4982078994,.sofía..ortega..hidalgo0514@udea.edu.co,Sede Sonsón
 Antonia  Arias  Benítez,5,2250169868,.antonia..arias..benítez0515@udea.edu.co,Seccional Occidente
 Esteban  Varela  Ramírez,5,4665094472,.esteban..varela..ramírez0516@udea.edu.co,Ciudad Universitaria
 Mateo  León  Molina,5,7550320803,.mateo..león..molina0517@udea.edu.co,Seccional Occidente
 Christian  Cervantes  Delgado,5,4005685390,.christian..cervantes..delgado0518@udea.edu.co,Seccional Oriente
 Isabella  Romero  Ochoa,5,0986511443,.isabella..romero..ochoa0519@udea.edu.co,Ciudad Universitaria
 Mariana  Alonso  Díaz,5,2987963726,.mariana..alonso..díaz0520@udea.edu.co,Seccional Urabá
 Elena  Guerrero  Ochoa,5,7488630900,.elena..guerrero..ochoa0521@udea.edu.co,Sede Nordeste
 Agustín  Iglesias  Marín,5,2113291859,.agustín..iglesias..marín0522@udea.edu.co,Seccional Occidente
 Elizabeth  Guerra  Cabrera,5,5241555956,.elizabeth..guerra..cabrera0523@udea.edu.co,Sede Sonsón
 Mateo  Medina  Rivas,5,9248891547,.mateo..medina..rivas0524@udea.edu.co,Sede Distrito Minero
 María José  Pérez  Muñoz,5,1978406100,.maría.josé..pérez..muñoz0525@udea.edu.co,Seccional Oriente
 Victoria  Romero  Luque,5,9153685167,.victoria..romero..luque0526@udea.edu.co,Ciudad Universitaria
 Cristóbal  Gallego  Guerrero,5,5106789023,.cristóbal..gallego..guerrero0527@udea.edu.co,Sede Nordeste
 Daniela  Varela  Ramírez,5,8745846985,.daniela..varela..ramírez0528@udea.edu.co,Sede Sonsón
 Simón  Gutiérrez  Gómez,5,6991012342,.simón..gutiérrez..gómez0529@udea.edu.co,Seccional Suroeste
 Mariana  Vázquez  Ruiz,5,2004660353,.mariana..vázquez..ruiz0530@udea.edu.co,Seccional Oriente
 Martín  Cortés  Cervantes,5,3355079721,.martín..cortés..cervantes0531@udea.edu.co,Seccional Suroeste
 Alexander  Guerrero  Guerrero,5,7674381564,.alexander..guerrero..guerrero0532@udea.edu.co,Seccional Occidente
 Gabriela  Alonso  Molina,5,3695132988,.gabriela..alonso..molina0533@udea.edu.co,Seccional Bajo Cauca
 Andrea  García  Blanco,5,8453566454,.andrea..garcía..blanco0534@udea.edu.co,Seccional Magdalena Medio
 Jennifer  Alonso  Pérez,5,4990037706,.jennifer..alonso..pérez0535@udea.edu.co,Sede Distrito Minero
 Diego  Reyes  Correa,5,9365301314,.diego..reyes..correa0536@udea.edu.co,Seccional Occidente
 Antonia  Ramírez  Guerrero,5,7849945092,.antonia..ramírez..guerrero0537@udea.edu.co,Ciudad Universitaria
 Natalia  Ortiz  Cruz,5,2411848988,.natalia..ortiz..cruz0538@udea.edu.co,Seccional Suroeste
 Manuel  Carmona  López,5,1667203676,.manuel..carmona..lópez0539@udea.edu.co,Sede Sonsón
 Natalia  Lucas  Marín,5,3192149133,.natalia..lucas..marín0540@udea.edu.co,Seccional Magdalena Medio
 Leonardo  Alonso  Prieto,5,6383967259,.leonardo..alonso..prieto0541@udea.edu.co,Sede Norte
 Emily  Domínguez  Molina,5,3731739565,.emily..domínguez..molina0542@udea.edu.co,Seccional Bajo Cauca
 Camila  Blanco  Rivas,5,6067171117,.camila..blanco..rivas0543@udea.edu.co,Seccional Magdalena Medio
 Mateo  Reyes  Iglesias,5,9862038339,.mateo..reyes..iglesias0544@udea.edu.co,Seccional Bajo Cauca
 Andrea  Medina  Cruz,5,7635347202,.andrea..medina..cruz0545@udea.edu.co,Sede Norte
 Lucas  Vega  Miranda,5,0111986124,.lucas..vega..miranda0546@udea.edu.co,Sede Distrito Minero
 Sebastián  Ortega  Navarro,5,5070813692,.sebastián..ortega..navarro0547@udea.edu.co,Seccional Bajo Cauca
 Juan José  Martínez  Molina,5,4890712350,.juan.josé..martínez..molina0548@udea.edu.co,Seccional Suroeste
 Tomás  Santana  Vargas,5,4799097946,.tomás..santana..vargas0549@udea.edu.co,Ciudad Universitaria
 Ángel  Serrano  León,5,0207731871,.ángel..serrano..león0550@udea.edu.co,Seccional Magdalena Medio
 Agustín  Marín  Castro,5,1406712957,.agustín..marín..castro0551@udea.edu.co,Sede Distrito Minero
 Antonia  Esteban  Rubio,5,5856168131,.antonia..esteban..rubio0552@udea.edu.co,Seccional Bajo Cauca
 Simón  Prieto  Reyes,5,6805607218,.simón..prieto..reyes0553@udea.edu.co,Sede Sonsón
 Tomás  Molina  Benítez,5,0828225965,.tomás..molina..benítez0554@udea.edu.co,Seccional Bajo Cauca
 Juan Pablo  Ruiz  Castro,5,0096228781,.juan.pablo..ruiz..castro0555@udea.edu.co,Sede Distrito Minero
 Jennifer  Oliva  Bravo,5,7648439816,.jennifer..oliva..bravo0556@udea.edu.co,Sede Norte
 Pablo  Domínguez  Aguilar,5,6434540180,.pablo..domínguez..aguilar0557@udea.edu.co,Ciudad Universitaria
 Laura  Pérez  Correa,5,6753307521,.laura..pérez..correa0558@udea.edu.co,Ciudad Universitaria
 Daniela  Romero  Torres,5,1720687345,.daniela..romero..torres0559@udea.edu.co,Seccional Suroeste
 Francisco  González  Gallego,5,5034536004,.francisco..gonzález..gallego0560@udea.edu.co,Ciudad Universitaria
 Andrés  Bravo  Vicente,5,6976436856,.andrés..bravo..vicente0561@udea.edu.co,Seccional Occidente
 Carlos  Medina  Sánchez,5,4580845833,.carlos..medina..sánchez0562@udea.edu.co,Ciudad Universitaria
 Natalia  Medina  Ramos,5,8882696789,.natalia..medina..ramos0563@udea.edu.co,Seccional Bajo Cauca
 Mateo  Carretero  Medina,5,4574316047,.mateo..carretero..medina0564@udea.edu.co,Seccional Oriente
 Sofia  Hidalgo  Cruz,5,3926618521,.sofia..hidalgo..cruz0565@udea.edu.co,Sede Nordeste
 Sebastián  Luque  González,5,2146885565,.sebastián..luque..gonzález0566@udea.edu.co,Sede Norte
 Gabriela  Llorente  Nieto,5,6173162906,.gabriela..llorente..nieto0567@udea.edu.co,Seccional Oriente
 Simón  Mesa  Cordero,5,0751782611,.simón..mesa..cordero0568@udea.edu.co,Seccional Occidente
 Adriana  Ortiz  Nieto,5,9436448273,.adriana..ortiz..nieto0569@udea.edu.co,Seccional Bajo Cauca
 Isabella  Ramos  Hidalgo,5,4615468031,.isabella..ramos..hidalgo0570@udea.edu.co,Sede Sonsón
 Catalina  Vega  Ochoa,5,0633005026,.catalina..vega..ochoa0571@udea.edu.co,Sede Distrito Minero
 Mariana  Ramírez  Serrano,5,1709800246,.mariana..ramírez..serrano0572@udea.edu.co,Seccional Magdalena Medio
 Valeria  Rivas  Alonso,5,5322937180,.valeria..rivas..alonso0573@udea.edu.co,Seccional Bajo Cauca
 Juliana  Miranda  Domínguez,5,7081734064,.juliana..miranda..domínguez0574@udea.edu.co,Seccional Urabá
 Sofia  León  Pastor,5,7430779655,.sofia..león..pastor0575@udea.edu.co,Seccional Urabá
 Esteban  Guerrero  Robles,5,2661256265,.esteban..guerrero..robles0576@udea.edu.co,Sede Nordeste
 Juliana  Reyes  Casado,5,5972172138,.juliana..reyes..casado0577@udea.edu.co,Seccional Bajo Cauca
 Andrés  Abad  Correa,5,8535506915,.andrés..abad..correa0578@udea.edu.co,Sede Distrito Minero
 Alexander  Prieto  Vázquez,5,9046447230,.alexander..prieto..vázquez0579@udea.edu.co,Sede Sonsón
 Jennifer  Álvarez  Guerrero,5,7935436266,.jennifer..álvarez..guerrero0580@udea.edu.co,Seccional Suroeste
 David  Vázquez  Carmona,5,4663739403,.david..vázquez..carmona0581@udea.edu.co,Seccional Bajo Cauca
 Clara  Prieto  Ramos,5,4934862788,.clara..prieto..ramos0582@udea.edu.co,Seccional Suroeste
 Carolina  Vicente  Domínguez,5,7203054980,.carolina..vicente..domínguez0583@udea.edu.co,Sede Sonsón
 Gabriela  Benítez  Suárez,5,2833072499,.gabriela..benítez..suárez0584@udea.edu.co,Seccional Oriente
 Daniela  Linares  Reyes,5,3459821593,.daniela..linares..reyes0585@udea.edu.co,Ciudad Universitaria
 Gabriela  Calvo  Muñoz,5,7328571739,.gabriela..calvo..muñoz0586@udea.edu.co,Sede Sonsón
 Natalia  Rodríguez  Molina,5,4329882704,.natalia..rodríguez..molina0587@udea.edu.co,Seccional Urabá
 Mateo  Gil  Reyes,5,7677019487,.mateo..gil..reyes0588@udea.edu.co,Ciudad Universitaria
 Benjamín  Herrera  Llorente,5,6675897060,.benjamín..herrera..llorente0589@udea.edu.co,Seccional Urabá
 Mariana  Blanco  Suárez,5,2024887019,.mariana..blanco..suárez0590@udea.edu.co,Sede Nordeste
 Natalia  Santana  Ramos,5,9562015003,.natalia..santana..ramos0591@udea.edu.co,Sede Nordeste
 Carolina  Torres  Lucas,5,8995265546,.carolina..torres..lucas0592@udea.edu.co,Sede Distrito Minero
 Mariana  Rivas  Blanco,5,5918327531,.mariana..rivas..blanco0593@udea.edu.co,Seccional Bajo Cauca
 Natalia  Prieto  Carmona,5,1489482289,.natalia..prieto..carmona0594@udea.edu.co,Sede Nordeste
 Juan David  Casado  Ortega,5,8457761668,.juan.david..casado..ortega0595@udea.edu.co,Seccional Occidente
 Catalina  Garrido  Bravo,5,8884851820,.catalina..garrido..bravo0596@udea.edu.co,Ciudad Universitaria
 Juan David  Esteban  Delgado,5,4224168120,.juan.david..esteban..delgado0597@udea.edu.co,Seccional Oriente
 Daniela  Molina  Molina,5,0449412617,.daniela..molina..molina0598@udea.edu.co,Sede Norte
 Diego  Cabello  Benítez,5,1384078345,.diego..cabello..benítez0599@udea.edu.co,Ciudad Universitaria
 Sofia  Rubio  Ruiz,6,9388105884,.sofia..rubio..ruiz0600@udea.edu.co,Seccional Occidente
 Samantha  Hidalgo  Abad,6,1813175751,.samantha..hidalgo..abad0601@udea.edu.co,Ciudad Universitaria
 Benjamín  Navarro  Vargas,6,6426893362,.benjamín..navarro..vargas0602@udea.edu.co,Seccional Magdalena Medio
﻿Nombre  Llorente  Vidal,6,4182383686,﻿nombre..llorente..vidal0603@udea.edu.co,Seccional Urabá
 Mateo  Cabrera  Cervantes,6,0722461120,.mateo..cabrera..cervantes0604@udea.edu.co,Seccional Bajo Cauca
 Daniela  Bravo  Luque,6,4811839818,.daniela..bravo..luque0605@udea.edu.co,Seccional Oriente
 Emilio  Fernández  Martínez,6,5715740205,.emilio..fernández..martínez0606@udea.edu.co,Sede Norte
 Mateo  Delgado  Bravo,6,6765084320,.mateo..delgado..bravo0607@udea.edu.co,Seccional Suroeste
 Natalia  Muñoz  Gil,6,1518641920,.natalia..muñoz..gil0608@udea.edu.co,Sede Distrito Minero
 Antonia  Díaz  Ortega,6,1652656466,.antonia..díaz..ortega0609@udea.edu.co,Seccional Bajo Cauca
 Antonia  López  Ramírez,6,7463481446,.antonia..lópez..ramírez0610@udea.edu.co,Ciudad Universitaria
 Juliana  Correa  Garrido,6,6486594913,.juliana..correa..garrido0611@udea.edu.co,Seccional Urabá
 Mateo  Pérez  Varela,6,2030686020,.mateo..pérez..varela0612@udea.edu.co,Seccional Bajo Cauca
 Andrea ﻿Apellidos  Robles,6,3989968396,.andrea.﻿apellidos..robles0613@udea.edu.co,Seccional Urabá
 Valeria  Rubio  Bravo,6,4300133011,.valeria..rubio..bravo0614@udea.edu.co,Seccional Urabá
 Isabel  Benítez  Peralta,6,4914433154,.isabel..benítez..peralta0615@udea.edu.co,Seccional Oriente
 Catalina  Navarro  Domínguez,6,5951496127,.catalina..navarro..domínguez0616@udea.edu.co,Seccional Magdalena Medio
 Gabriela  Vargas  Calvo,6,5414207906,.gabriela..vargas..calvo0617@udea.edu.co,Seccional Suroeste
 Mariana  Gil  Romero,6,4270915189,.mariana..gil..romero0618@udea.edu.co,Seccional Bajo Cauca
 Mariana  Vega  Cordero,6,3282938182,.mariana..vega..cordero0619@udea.edu.co,Seccional Occidente
 Diego  Casado  Cabrera,6,7155155097,.diego..casado..cabrera0620@udea.edu.co,Ciudad Universitaria
 Valentina  Bravo  Cortés,6,8891346046,.valentina..bravo..cortés0621@udea.edu.co,Sede Norte
 Lucas  Ramírez  Prieto,6,0728965963,.lucas..ramírez..prieto0622@udea.edu.co,Seccional Oriente
 Andrés  Martínez  Medina,6,2235401810,.andrés..martínez..medina0623@udea.edu.co,Seccional Suroeste
 Matías  Sánchez  Hidalgo,6,2971308563,.matías..sánchez..hidalgo0624@udea.edu.co,Seccional Magdalena Medio
 Sara  Aguilar  Vázquez,6,3688855843,.sara..aguilar..vázquez0625@udea.edu.co,Sede Distrito Minero
 María José  Benítez  Bravo,6,2603468164,.maría.josé..benítez..bravo0626@udea.edu.co,Sede Nordeste
 Isabella  Aguilar  Ramos,6,2178485094,.isabella..aguilar..ramos0627@udea.edu.co,Sede Nordeste
 Diego  Gil  Torres,6,6574599300,.diego..gil..torres0628@udea.edu.co,Seccional Magdalena Medio
 Sofía  Carmona  Carmona,6,9052932881,.sofía..carmona..carmona0629@udea.edu.co,Seccional Bajo Cauca
 Ana  Casado  Díaz,6,1150808209,.ana..casado..díaz0630@udea.edu.co,Ciudad Universitaria
 Javier  Delgado  Bravo,6,1740005406,.javier..delgado..bravo0631@udea.edu.co,Seccional Suroeste
 María  Hidalgo  Medina,6,9559868142,.maría..hidalgo..medina0632@udea.edu.co,Seccional Bajo Cauca
 Lucas  Romero  Navarro,6,9977462327,.lucas..romero..navarro0633@udea.edu.co,Seccional Occidente
 Miguel  Ramos  Ramos,6,7065207741,.miguel..ramos..ramos0634@udea.edu.co,Sede Nordeste
 Clara  Rivas  Aguilar,6,3213201460,.clara..rivas..aguilar0635@udea.edu.co,Seccional Bajo Cauca
 Juan  Cortés  Cruz,6,4141243597,.juan..cortés..cruz0636@udea.edu.co,Sede Nordeste
 Diego  Cordero  Ríos,6,9900480061,.diego..cordero..ríos0637@udea.edu.co,Seccional Oriente
 Tomás  Cabrera  Amaya,6,5121308107,.tomás..cabrera..amaya0638@udea.edu.co,Sede Norte
 Gabriela  Morales  Cervantes,6,7429517995,.gabriela..morales..cervantes0639@udea.edu.co,Seccional Occidente
 Miguel  Reyes  Ruiz,6,4623055201,.miguel..reyes..ruiz0640@udea.edu.co,Sede Sonsón
 Pablo  Pastor  Cruz,6,2298318848,.pablo..pastor..cruz0641@udea.edu.co,Seccional Suroeste
 David  Medina  Gil,6,2724667762,.david..medina..gil0642@udea.edu.co,Seccional Occidente
 Mauricio  Romero  Rivas,6,0596146122,.mauricio..romero..rivas0643@udea.edu.co,Seccional Oriente
 Valentina  Aguilar  Gómez,6,2932187980,.valentina..aguilar..gómez0644@udea.edu.co,Seccional Occidente
 Valeria  González  Calvo,6,9008341724,.valeria..gonzález..calvo0645@udea.edu.co,Seccional Magdalena Medio
 Martín  Casado  Muñoz,6,0559197246,.martín..casado..muñoz0646@udea.edu.co,Sede Nordeste
 Eduardo  Pascual  Molina,6,3323077885,.eduardo..pascual..molina0647@udea.edu.co,Sede Distrito Minero
 Daniel  Linares  Carretero,6,0061092700,.daniel..linares..carretero0648@udea.edu.co,Seccional Magdalena Medio
 Antonella  Molina  Cordero,6,0414291841,.antonella..molina..cordero0649@udea.edu.co,Sede Distrito Minero
 Camila  García  Esteban,6,8160157272,.camila..garcía..esteban0650@udea.edu.co,Seccional Occidente
 Samantha  López  López,6,5969277163,.samantha..lópez..lópez0651@udea.edu.co,Sede Nordeste
 Eduardo  Calvo  Prieto,6,1661459355,.eduardo..calvo..prieto0652@udea.edu.co,Seccional Suroeste
 Gabriela  Peralta  Iglesias,6,7949424971,.gabriela..peralta..iglesias0653@udea.edu.co,Seccional Occidente
 Antonia  Muñoz  Esteban,6,9090365123,.antonia..muñoz..esteban0654@udea.edu.co,Seccional Oriente
 Valentina  Peralta ﻿Apellidos,6,7361762830,.valentina..peralta.﻿apellidos0655@udea.edu.co,Ciudad Universitaria
 Manuel  Sánchez  Moya,6,4308761012,.manuel..sánchez..moya0656@udea.edu.co,Seccional Urabá
 Laura  Linares  León,6,0455030977,.laura..linares..león0657@udea.edu.co,Seccional Bajo Cauca
 Gabriela  Cruz  Guerra,6,6919115010,.gabriela..cruz..guerra0658@udea.edu.co,Seccional Urabá
 Mateo  Abad  Garrido,6,2785796247,.mateo..abad..garrido0659@udea.edu.co,Sede Norte
 Miguel  Gil  Varela,6,1043576220,.miguel..gil..varela0660@udea.edu.co,Sede Distrito Minero
 Alejandra  Ramírez  Mesa,6,4343946504,.alejandra..ramírez..mesa0661@udea.edu.co,Sede Sonsón
 Jimena  Cabello  Soler,6,3355484071,.jimena..cabello..soler0662@udea.edu.co,Sede Norte
 Valentina  Carmona  Ríos,6,5228578760,.valentina..carmona..ríos0663@udea.edu.co,Seccional Bajo Cauca
 Emily  Reyes  González,6,5104235077,.emily..reyes..gonzález0664@udea.edu.co,Seccional Bajo Cauca
 Andrés  González  Vargas,6,1112525161,.andrés..gonzález..vargas0665@udea.edu.co,Sede Sonsón
﻿Nombre  Vázquez  Soto,6,1724559546,﻿nombre..vázquez..soto0666@udea.edu.co,Seccional Urabá
 Luciana  Suárez  Díaz,6,2717523007,.luciana..suárez..díaz0667@udea.edu.co,Seccional Bajo Cauca
 Luciana  Delgado  Pastor,6,5971680367,.luciana..delgado..pastor0668@udea.edu.co,Sede Sonsón
 Samantha  Llorente  Santana,6,3254642816,.samantha..llorente..santana0669@udea.edu.co,Seccional Occidente
 María  Aguilar  Suárez,6,2617520722,.maría..aguilar..suárez0670@udea.edu.co,Sede Sonsón
 Leonardo  Molina  Luque,6,1155062436,.leonardo..molina..luque0671@udea.edu.co,Seccional Magdalena Medio
 Valentina  Vargas  Herrero,6,6967155783,.valentina..vargas..herrero0672@udea.edu.co,Seccional Oriente
 Sara  Martínez  Miranda,6,5852241302,.sara..martínez..miranda0673@udea.edu.co,Ciudad Universitaria
 Daniela  López  Ferrer,6,1493808024,.daniela..lópez..ferrer0674@udea.edu.co,Sede Sonsón
 Juan David  Vicente  Molina,6,4380083211,.juan.david..vicente..molina0675@udea.edu.co,Sede Norte
 Lucía  Benítez  Miranda,6,1943856205,.lucía..benítez..miranda0676@udea.edu.co,Seccional Bajo Cauca
 Isabel  Ortega  Alonso,6,2663227302,.isabel..ortega..alonso0677@udea.edu.co,Sede Norte
 Tomás  Guerra  Molina,6,5461007957,.tomás..guerra..molina0678@udea.edu.co,Sede Distrito Minero
 Martín  Molina  Cortés,6,4483114514,.martín..molina..cortés0679@udea.edu.co,Ciudad Universitaria
 Agustín  Santana  Carretero,6,1377013167,.agustín..santana..carretero0680@udea.edu.co,Sede Sonsón
 Daniela  Fernández  Guerra,6,3514133059,.daniela..fernández..guerra0681@udea.edu.co,Seccional Urabá
 Santiago  Gutiérrez  Casado,6,8827885894,.santiago..gutiérrez..casado0682@udea.edu.co,Sede Sonsón
 Manuel  Luque  Vega,6,3321324830,.manuel..luque..vega0683@udea.edu.co,Sede Nordeste
 Gabriela  González  Varela,6,4224440002,.gabriela..gonzález..varela0684@udea.edu.co,Sede Norte
 Eduardo  López  Hidalgo,6,8353743481,.eduardo..lópez..hidalgo0685@udea.edu.co,Seccional Occidente
 Tomás  Romero  Carretero,6,2883200186,.tomás..romero..carretero0686@udea.edu.co,Seccional Oriente
 María  Soler  Pérez,6,0123761308,.maría..soler..pérez0687@udea.edu.co,Sede Norte
 Alexander  Ramírez  Gutiérrez,6,4782659427,.alexander..ramírez..gutiérrez0688@udea.edu.co,Seccional Bajo Cauca
 Tomás  Gómez  Medina,6,2077907942,.tomás..gómez..medina0689@udea.edu.co,Sede Nordeste
 Pablo  González  Arias,6,0317150785,.pablo..gonzález..arias0690@udea.edu.co,Sede Sonsón
 Andrés  Linares ﻿Apellidos,6,2602304421,.andrés..linares.﻿apellidos0691@udea.edu.co,Seccional Suroeste
 Miguel  Vidal  Moya,6,0414948767,.miguel..vidal..moya0692@udea.edu.co,Seccional Urabá
 Fernanda  Cruz  Amaya,6,8405548487,.fernanda..cruz..amaya0693@udea.edu.co,Seccional Oriente
 Andrés  Ortega  Medina,6,6129157842,.andrés..ortega..medina0694@udea.edu.co,Seccional Oriente
 David  Díaz  Fernández,6,6322192724,.david..díaz..fernández0695@udea.edu.co,Seccional Oriente
 Christian  Ochoa  Hidalgo,6,7134850274,.christian..ochoa..hidalgo0696@udea.edu.co,Sede Sonsón
 Mauricio  Garrido  Muñoz,6,3866288498,.mauricio..garrido..muñoz0697@udea.edu.co,Seccional Oriente
 Victoria  Herrera  García,6,8314567494,.victoria..herrera..garcía0698@udea.edu.co,Sede Nordeste
 Cristóbal  Castro  Aguilar,6,0971034427,.cristóbal..castro..aguilar0699@udea.edu.co,Sede Norte
 Gabriela  Varela  Molina,7,7514728277,.gabriela..varela..molina0700@udea.edu.co,Seccional Magdalena Medio
 Valentina  Cortés  Delgado,7,8840205568,.valentina..cortés..delgado0701@udea.edu.co,Seccional Magdalena Medio
 María José  Iglesias  Sánchez,7,5535129664,.maría.josé..iglesias..sánchez0702@udea.edu.co,Seccional Magdalena Medio
 Paula  Moreno  Ortega,7,3158925791,.paula..moreno..ortega0703@udea.edu.co,Seccional Bajo Cauca
 Benjamín  Fernández  Gallego,7,9628280175,.benjamín..fernández..gallego0704@udea.edu.co,Ciudad Universitaria
 Daniela  Muñoz  Cortés,7,5131920886,.daniela..muñoz..cortés0705@udea.edu.co,Sede Norte
 David  Esteban  Guerra,7,7630936140,.david..esteban..guerra0706@udea.edu.co,Ciudad Universitaria
 Elizabeth  Peralta  Carretero,7,9253806703,.elizabeth..peralta..carretero0707@udea.edu.co,Sede Distrito Minero
 Cristóbal  Pérez  Soler,7,2113511691,.cristóbal..pérez..soler0708@udea.edu.co,Sede Sonsón
 Daniel  Gómez  Nieto,7,8537451647,.daniel..gómez..nieto0709@udea.edu.co,Seccional Suroeste
 María  Navarro  Cervantes,7,4771995838,.maría..navarro..cervantes0710@udea.edu.co,Seccional Occidente
 Elena  Torres  González,7,9506060134,.elena..torres..gonzález0711@udea.edu.co,Sede Sonsón
 Gabriel  Prieto  Vázquez,7,4368973055,.gabriel..prieto..vázquez0712@udea.edu.co,Sede Distrito Minero
 Natalia  Mesa  Vargas,7,2320751926,.natalia..mesa..vargas0713@udea.edu.co,Sede Norte
 Diego  Vidal  Pastor,7,0650113592,.diego..vidal..pastor0714@udea.edu.co,Seccional Suroeste
 Valentina ﻿Apellidos  Fernández,7,3278277127,.valentina.﻿apellidos..fernández0715@udea.edu.co,Seccional Bajo Cauca
 Antonella  Garrido  Álvarez,7,4211278389,.antonella..garrido..álvarez0716@udea.edu.co,Sede Nordeste
 Andrea  Guerrero  Hidalgo,7,8563349146,.andrea..guerrero..hidalgo0717@udea.edu.co,Seccional Suroeste
 Isabella  Aguilar  Hidalgo,7,6215143157,.isabella..aguilar..hidalgo0718@udea.edu.co,Sede Sonsón
 Andrés  Peralta  Oliva,7,6065626345,.andrés..peralta..oliva0719@udea.edu.co,Seccional Occidente
 Mauricio  Martínez  Gutiérrez,7,8708432535,.mauricio..martínez..gutiérrez0720@udea.edu.co,Sede Nordeste
 Fernanda  Guerra  Hidalgo,7,5081579288,.fernanda..guerra..hidalgo0721@udea.edu.co,Seccional Suroeste
 Pablo ﻿Apellidos  Cruz,7,9037991677,.pablo.﻿apellidos..cruz0722@udea.edu.co,Sede Distrito Minero
 Jimena  Vargas  Cabello,7,6717443546,.jimena..vargas..cabello0723@udea.edu.co,Sede Nordeste
 Valeria  Rubio  Amaya,7,4618046516,.valeria..rubio..amaya0724@udea.edu.co,Sede Sonsón
 Paula  Abad  Vázquez,7,2560332928,.paula..abad..vázquez0725@udea.edu.co,Seccional Occidente
 Antonella  Álvarez  Ortiz,7,0796995814,.antonella..álvarez..ortiz0726@udea.edu.co,Sede Distrito Minero
 Alejandra  González  Hidalgo,7,0172060401,.alejandra..gonzález..hidalgo0727@udea.edu.co,Ciudad Universitaria
 Natalia  Arias  Ramírez,7,1379362105,.natalia..arias..ramírez0728@udea.edu.co,Seccional Bajo Cauca
 Carolina  Garrido  Marín,7,6362876699,.carolina..garrido..marín0729@udea.edu.co,Seccional Urabá
 Valentina  Mesa  Cabrera,7,7134281481,.valentina..mesa..cabrera0730@udea.edu.co,Sede Distrito Minero
 Elena  Varela  Ramos,7,1930151503,.elena..varela..ramos0731@udea.edu.co,Sede Sonsón
 Antonia  Vidal  Ramos,7,3223838987,.antonia..vidal..ramos0732@udea.edu.co,Seccional Occidente
 Antonia  Moreno  Ramos,7,1381418896,.antonia..moreno..ramos0733@udea.edu.co,Seccional Bajo Cauca
 Gabriela  Castro  Blanco,7,6801763660,.gabriela..castro..blanco0734@udea.edu.co,Seccional Oriente
 Daniel  Moreno  Robles,7,2525683051,.daniel..moreno..robles0735@udea.edu.co,Seccional Urabá
 María José  Cordero  Molina,7,2196653780,.maría.josé..cordero..molina0736@udea.edu.co,Sede Norte
 Juliana  Suárez  Bravo,7,8061830108,.juliana..suárez..bravo0737@udea.edu.co,Sede Sonsón
 David  Castro  Luque,7,9859648266,.david..castro..luque0738@udea.edu.co,Sede Distrito Minero
 Jennifer  Vargas  Garrido,7,6239440872,.jennifer..vargas..garrido0739@udea.edu.co,Seccional Magdalena Medio
﻿Nombre  Mesa  Soler,7,7974467834,﻿nombre..mesa..soler0740@udea.edu.co,Seccional Occidente
 Marcela  Vargas  Nieto,7,7041006386,.marcela..vargas..nieto0741@udea.edu.co,Sede Distrito Minero
 Valentina  Ramos  Medina,7,8904397353,.valentina..ramos..medina0742@udea.edu.co,Ciudad Universitaria
 Natalia  Mesa  Muñoz,7,0652115915,.natalia..mesa..muñoz0743@udea.edu.co,Seccional Bajo Cauca
 Juan José  Serrano  Garrido,7,4177092788,.juan.josé..serrano..garrido0744@udea.edu.co,Sede Distrito Minero
 Juan José  Pérez  Nieto,7,7095111226,.juan.josé..pérez..nieto0745@udea.edu.co,Seccional Magdalena Medio
 Andrés  Vidal  Alonso,7,3096090134,.andrés..vidal..alonso0746@udea.edu.co,Sede Norte
 Javier  González  Rubio,7,7680490366,.javier..gonzález..rubio0747@udea.edu.co,Seccional Urabá
 Laura  Navarro  Fernández,7,9955723354,.laura..navarro..fernández0748@udea.edu.co,Seccional Occidente
﻿Nombre  Prieto  Vicente,7,3198762150,﻿nombre..prieto..vicente0749@udea.edu.co,Sede Distrito Minero
﻿Nombre  Carmona  Mesa,7,2114400161,﻿nombre..carmona..mesa0750@udea.edu.co,Seccional Suroeste
